316
00192,97999
00154,29767
00384,94400
00167,92456
00378,48628
01031,61372
16192,97730
04362,45851
01886,40980
00339,60037
01030,14933
00204,27703
00962,60764
00838,25548
02441,53772
00405,39047
00953,91700
06933,01124
00609,98484
00242,57938
00337,60861
00329,27705
02377,57581
00650,47510
00074,71016
03080,93478
00618,64900
00427,69591
01559,03776
00051,02019
00117,86026
00052,41820
01739,57376
00668,05827
02142,87871
00210,86685
02347,33748
00156,39322
04655,39809
01048,77544
00576,81275
02422,61603
00146,53293
01732,75993
00086,45722
00845,75900
00110,17197
00179,07536
00390,12923
00717,76344
19493,67130
00639,04592
00108,44474
00298,87357
39189,84775
00552,81691
01265,42578
00297,72435
00374,81596
00379,38460
00033,80978
14324,16268
00482,31248
01337,90135
01637,44940
00028,07819
00931,49779
00030,62144
01853,54070
02797,31086
00878,07037
00048,01300
02005,46714
00114,38949
00142,37764
15049,88115
01320,99158
03186,90693
00009,16786
00026,77749
00549,95640
03489,21196
00038,62880
00290,51487
11031,46257
00243,47813
00372,85713
00139,55967
00119,08620
01047,79015
00049,67862
00343,50548
02348,81166
02194,99928
00587,50407
06967,02933
02069,02447
02724,07787
00391,10384
00799,49494
00305,26756
00016,22601
02886,73558
01880,63794
00545,99085
18775,87696
00319,37107
00231,21694
02346,69181
02830,90703
00938,41550
11607,16457
08354,40906
00189,46619
01975,82543
01321,87928
00542,38610
08426,17115
01250,24867
01791,41847
00426,19060
00059,24797
01617,91026
01601,48817
00132,58117
00272,82436
00061,83696
01750,75310
03800,12042
00249,15499
18343,50582
01396,77824
02411,49097
02962,01281
00230,98571
01286,30993
00315,17866
00296,19900
00111,00601
00713,25693
00712,29368
00194,03762
03595,29020
00302,91172
00977,46799
02093,45590
00235,54195
00334,30550
00006,18756
00003,32043
01050,77162
00181,21926
00042,74415
00044,39095
11581,11387
00125,13483
01437,74360
00022,98355
00184,14799
00959,10917
01436,03557
00046,57030
01111,84311
02630,11812
01438,44923
00215,18379
00538,01249
00842,37791
02888,08384
07104,23998
17826,67151
01583,35585
03503,09665
00121,30336
03623,00595
00350,86980
00342,73516
00269,85858
00220,71838
00014,80666
00402,63731
12008,45542
01420,08817
00047,23314
00273,45633
05718,53746
05712,13009
00580,99224
00760,39631
00216,33793
01025,31447
00400,70738
16198,81375
01541,70438
00090,81693
02419,43826
01405,32290
00304,17079
02219,08557
02838,03725
00211,32971
00443,37885
00043,10576
00715,40187
01350,33767
27722,92370
01167,94139
00858,36330
08253,63002
00095,92415
01339,12937
00277,56347
00029,69694
01271,12628
01720,01741
00406,22612
05755,78859
07211,59176
00678,95083
00446,71760
00191,96763
00149,02315
00506,86928
01130,75705
00177,91454
03492,37023
00775,06589
00097,51253
00804,64586
07078,88134
02538,29986
00015,65131
00582,54339
00897,41990
00388,53213
03291,80813
14251,54206
00128,80112
00437,41903
08801,04796
00708,30171
00352,83076
00005,64028
00020,66260
03579,46373
00101,28535
01862,40342
00445,25844
04438,46704
01314,51781
03209,19914
06291,76515
00096,51732
05207,35885
00562,70742
00725,54179
06971,18549
02525,36323
06306,66580
00031,67526
01394,21595
00731,60909
00969,07195
00936,90000
00227,69576
00495,77258
01206,67666
01124,73728
00001,06946
00157,53612
00292,11537
00577,55535
12946,90946
00868,33076
01468,56433
00002,14132
01900,66159
03856,91446
00383,71326
00174,97188
31577,18683
00754,25671
00247,74473
00341,54316
00320,88673
03177,76809
00300,13598
01535,05630
03074,43125
00752,67863
00027,25781
01581,09339
02994,31327
08296,48654
00689,26304
03960,65553
00312,73048
01334,68075
03154,52747
00172,00273
00874,13527
00081,72153
00017,20746
01125,94877
00348,91905
00127,24387
14602,75015
01868,30126
00643,57096
00789,27306
04406,56342
00351,56299
00011,29096
01052,42895
00363,84071
00072,35899
00084,45087
00457,29685
00232,96492
00992,42142
00143,40563
05157,99458
00034,35114
00253,94854
00008,88412
00068,33538
00018,44501
00500,60630
00066,20720
00079,92784
00308,19499
02109,10934
00397,15146
00062,28821
07270,33400
00354,23656
00010,10067
00083,37482
00041,30796
00595,19435
02651,21143
00039,12284
00949,32151
01097,75535
00250,63424
08388,39573
28967,29183
00032,00782
00137,72621
00021,26011
00094,33441
02008,23649
10048,90128
00161,68720
00163,70988
24378,06342
00280,29319
03184,42715
01564,88788
00200,01308
00085,48221
04515,44890
00287,66119
01675,97770
00630,75291
03033,08349
00449,85599
00371,06522
00170,03199
00180,99479
00024,40318
01362,30409
00925,65034
00942,06689
00219,88139
00484,14876
00196,66515
00056,32901
02042,52225
02140,88842
15763,73606
00171,07755
00657,99417
00516,54939
00336,31663
00289,09776
00140,13816
00208,23981
00197,87569
00338,10834
00408,14500
00040,38929
00058,21183
00088,69585
00037,55642
00578,83381
00832,50305
04417,14446
00396,99369
00461,69031
03022,01030
00497,24506
01613,79734
02572,54266
42162,55087
00025,83822
00075,26876
04583,40595
00362,06841
00063,87147
05924,39392
01247,55157
00254,08332
00419,07230
08030,21220
00994,64230
00100,27873
01234,43791
00060,66806
00648,02052
00439,35587
04940,07689
01155,13605
02576,74240
00160,10602
00380,20133
00621,88580
00413,70775
01774,06792
00460,29119
00071,98957
00373,35732
00099,79688
00347,98527
00440,77873
36263,69915
00233,08657
00237,55141
00539,49119
03950,06310
00586,48798
00229,35156
00848,36978
00248,11805
13315,06285
00502,49953
00282,71411
00741,00111
00234,93806
02393,68845
00217,37474
01539,06311
02139,06861
00483,15892
00019,61129
00098,72463
01096,90484
00207,58158
00123,31533
00285,78899
00306,57033
00758,74011
08101,15605
00313,65137
00458,10082
02355,17134
01690,95274
01889,21309
00988,44048
00013,03221
01106,58563
01545,95442
00501,58493
02078,38932
00733,72942
00680,89653
00055,41478
16378,73011
02117,33592
01693,45439
01164,98264
00786,76761
00784,33051
00340,58705
02564,98241
00321,58784
01324,02281
00431,26519
91210,38543
00303,55196
00104,40149
00738,75077
03440,57295
00478,23326
00410,08325
00073,26227
00131,31888
01017,55573
03868,98718
04309,49718
00080,11102
00239,61057
06779,81533
03683,19927
05851,96415
00271,55170
00412,71752
00821,81187
00065,97320
00695,41074
03967,98414
00054,14420
00035,39694
00812,15209
00331,38603
00012,68517
01479,05909
00118,68983
00508,99797
01346,83759
00452,99305
25041,36731
00573,41449
00442,30703
00367,81637
30390,88881
00779,35898
21251,45218
02084,11834
00685,90479
03369,14973
03088,58701
00023,41786
00201,94173
00266,56068
00173,96946
01198,62824
00004,45323
01276,21267
00129,64285
00087,68773
00579,65684
00660,51700
00490,33781
00901,66540
00441,09768
00913,63267
09175,69400
03098,98566
00438,43099
37778,74489
00000,73604
00105,73626
00148,57941
00238,74234
00165,81403
00547,70867
00394,61163
01068,50757
00385,65242
00415,93383
00444,53274
01140,14540
01236,67866
09110,27377
00759,24384
00563,75524
10721,05976
00496,72672
01183,04501
00569,53015
02951,50735
00575,38155
00283,07846
02708,97578
00091,72291
00258,02390
00206,79104
00899,30680
01966,42125
00293,03493
00870,28429
01587,68695
00488,20565
00120,84608
06815,34197
02375,94223
00393,62205
00134,75731
02633,44225
00053,56500
01874,74115
00846,06347
00691,92518
00589,26554
00454,42763
00236,71429
01243,67413
01375,43204
00679,84931
00404,79830
00078,75167
00521,04130
00158,37215
00434,11178
00309,58106
03136,09409
00514,50687
00448,35605
00603,82572
03009,50008
00133,48515
00503,23057
